X,A1,A3,A1gf,760006_A,A1ee,3804_A,70045_A,3283_A,A1gc,3528_A,A1du,A1g,364485_A,922_A,1767146_A,72388_A,969_A,1438_A,73416_A,7561_A,33881_A,A3w,76466_A,363131_A,3177_A,6772_A,9434_A,2058_A,B1,C3ae,C3f,C3bj,C3,C3p,C3g,C3k,55_C,C3ch,C21,152_C,C3gj,C3in,C21.12,38_C,48_C,C3io,53_C,236_C,44_C,925363_C,62_C,C3il,C3im,C3.10,C3gl,47_C,C3hv,181_C,397_C,C3fj,54_C,240_C,C3.11,33161_C,33162_C,169_C,56_C,66_C,140_C,69_C,63351_C,76_C,C3b,C3cp,C3.9,65_C,884538_C,33164_C,70_C,891932_C,237_C,39_C,1778091_C,33171_C,C116,33163_C,C3h,418_C,46445_C,42_C,33180_C,1778086_C,756765_C,C3fv,241_C,51_C,288_C,243_C,34_C,46449_C,32995_C,1500390_C,920736_C,64_C,75_C,744202_C,144_C,67_C,238_C,61_C,1778090_C,931204_C,68_C,915532_C,1004567_C,45_C,174_C,1778087_C,178_C,C116i,1778089_C,399_C,401_C,1778085_C,744126_C,1778093_C,1778095_C,915536_C,1778082_C,49_C,1778094_C,1778083_C,918332_C,924760_C,915370_C,33097_C,1778088_C,290_C,1500999_C,1778097_C,50_C,921509_C,928011_C,917448_C,1778096_C,1501479_C,293_C,1778084_C,33179_C,917792_C,32946_C,921522_C,1778092_C,917067_C,1768442_C,747180_C,471_C
530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,125,73,47,44,0,20,9,29,15,9,15,33,9,8,16,0,13,0,6,24,4,29,4,4,7,5,0,4,0,4,9,5,5,0,0,0,12,4,0,0,4,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,432,233,201,142,13,68,53,0,33,41,25,146,26,55,36,21,36,16,21,61,26,64,64,12,0,13,31,0,0,0,0,0,19,0,0,0,0,12,28,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,388,196,110,87,0,54,44,0,26,42,17,111,26,44,33,0,15,0,24,47,16,26,40,0,11,9,0,11,0,10,0,11,0,0,0,0,12,0,16,0,10,11,0,10,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1162,741,310,305,152,63,87,40,0,76,40,26,149,39,74,44,43,34,22,26,90,26,78,53,18,0,31,0,16,0,0,20,17,0,0,0,0,0,16,38,0,22,23,20,0,0,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,766,361,265,180,0,91,65,0,69,29,36,186,33,73,53,0,51,0,53,77,35,53,99,27,29,0,18,21,0,19,27,30,0,0,0,22,0,0,29,0,0,21,0,18,18,18,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294,407,259,293,161,0,84,39,16,80,39,52,236,50,43,33,0,29,0,26,93,38,146,121,23,21,20,26,20,0,20,22,24,33,0,0,33,22,17,0,0,21,29,20,28,18,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,294,130,245,89,0,48,0,0,51,18,39,110,37,26,18,0,13,0,22,63,12,50,36,15,18,11,22,12,0,10,25,18,20,0,0,0,13,0,0,0,14,10,0,16,10,8,18,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,75,25,37,0,159,5,6,0,12,0,7,0,0,0,4,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1872,1249,226,386,0,2111,67,54,0,58,0,0,0,38,55,57,0,35,0,81,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,41,0,0,45,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,32,46,0,0,0,0,0,0,0,0,0,0,0,35,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,479,104,264,0,1399,34,39,0,49,0,27,0,37,26,26,0,0,0,33,0,0,0,0,0,20,35,21,21,0,16,0,26,0,0,0,0,19,0,32,0,0,0,39,19,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,23,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,955,166,227,0,1207,54,37,20,33,0,36,0,31,43,63,0,20,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,27,30,0,43,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,25,0,23,0,0,23,0,0,23,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,461,77,167,0,853,27,27,0,53,0,30,0,38,21,20,0,17,0,47,0,0,0,0,18,17,19,12,12,0,19,14,17,12,0,0,0,12,0,34,0,0,12,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,18,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,215,104,50,37,88,25,14,28,16,13,11,22,11,22,14,0,13,0,13,13,0,9,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,500,89,153,0,447,32,28,0,38,0,25,0,16,29,26,0,13,0,31,0,0,0,0,9,17,25,15,9,0,13,0,11,0,0,0,0,18,10,30,0,14,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,14,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,509,0,49,0,11,0,0,13,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,571,87,170,0,1040,50,22,0,28,0,25,0,15,33,38,0,18,0,36,0,0,0,0,0,0,37,0,0,0,13,33,0,0,0,0,14,0,0,25,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,14,0,0,18,0,0,0,19,0,0,16,0,0,0,0,0,0,26,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,145,61,137,16,225,19,32,0,22,7,18,40,27,14,13,0,6,0,13,16,6,16,12,0,7,15,13,6,0,10,9,0,11,0,0,0,11,10,8,0,13,6,8,9,10,0,0,0,11,9,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,471,96,168,0,767,28,11,0,26,0,34,0,40,27,0,20,0,0,11,0,0,0,0,14,20,16,12,11,0,12,22,16,0,0,0,0,20,0,11,0,0,0,0,10,14,0,11,0,0,0,0,18,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,17,0,14,0,0,42,0,0,0,11,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2409,1222,269,293,0,119,66,102,0,66,0,91,0,59,63,94,347,57,178,69,0,38,0,0,0,30,40,42,0,0,0,0,34,28,0,0,36,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,325,125,187,15,131,31,14,0,28,0,22,0,25,11,0,314,18,265,23,0,0,0,0,0,10,19,14,0,0,12,0,0,11,0,0,0,13,15,12,0,11,0,0,15,0,35,0,0,13,0,40,30,0,0,0,0,11,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
400,476,0,43,0,13,10,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,525,141,211,0,774,34,29,0,50,0,24,0,41,27,20,130,0,89,39,0,0,0,0,18,0,24,14,16,0,16,0,0,0,0,0,0,13,0,23,0,0,17,31,0,0,0,0,0,0,0,31,41,0,0,0,0,19,14,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,331,79,153,29,152,35,25,26,52,0,31,0,32,12,24,395,0,298,30,0,13,0,0,25,14,18,15,0,13,0,13,11,0,0,0,0,0,18,12,0,14,11,15,18,0,0,13,0,0,0,44,38,0,0,0,0,12,0,0,0,0,13,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,780,181,314,0,204,36,40,0,94,0,49,0,36,33,33,924,0,691,62,0,0,0,0,29,22,30,0,36,0,26,0,0,0,0,0,0,0,31,33,0,0,22,0,22,0,0,23,0,0,0,162,64,0,0,0,0,0,0,0,0,0,116,0,0,62,0,0,0,22,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,3204,0,176,0,86,56,0,51,28,58,37,27,0,18,18,0,22,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,2451,0,156,0,53,42,0,28,22,19,39,16,0,15,12,0,0,12,0,0,0,0,11,0,14,0,0,0,0,213,123,66,63,44,0,11,14,0,19,10,9,57,0,0,0,0,0,0,0,20,0,24,22,5,0,0,0,5,0,4,0,0,5,0,0,0,0,6,0,0,4,0,0,5,0,9,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
539,1530,0,105,0,58,32,0,10,30,16,17,20,0,0,0,0,0,11,21,0,0,0,0,0,0,7,7,0,0,511,89,65,59,54,0,15,19,0,15,15,7,92,16,0,9,0,13,0,7,36,4,44,54,4,0,5,4,0,0,4,0,5,9,0,0,0,13,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
178,2834,0,147,0,76,46,0,40,41,27,28,0,0,27,13,0,24,13,13,0,0,0,0,0,0,0,0,0,0,39,18,0,6,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1618,2200,350,377,0,0,28,64,0,85,0,44,0,0,95,0,0,0,0,80,0,0,0,0,0,0,0,30,36,0,0,53,0,33,0,0,39,0,23,117,0,32,0,27,38,33,0,33,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,997,818,478,0,0,228,117,0,84,34,75,0,92,169,123,0,93,0,0,0,71,0,0,41,80,33,42,30,0,28,26,0,35,0,0,38,45,32,0,36,43,37,31,0,31,38,29,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,57,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,1406,0,212,0,0,105,0,0,0,0,0,40,0,0,29,0,0,0,0,13,11,0,8,0,0,0,0,0,75,11,7,11,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,15,12,16,4,0,6,0,0,7,0,5,6,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,5,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
