"","sq1","sq2","sq4","sq6","sq7","sq8","sq9","sq10","sq11","sq12","sq13","sq14","sq15","sq17","sq19","sq20","sq21","sq22","sq23","sq27","sq28","sq29","sq30","sq31","sq32","sq33","sq34","sq36","sq37","sq39","sq40","sq42","sq45","sq46","sq47","sq48","sq49","sq50","sq51","sq52","sq53","sq55","sq56","sq58","sq62","sq63","sq65","sq67","sq68","sq69","sq70","sq71","sq72","sq73","sq74","sq76","sq78","sq79","sq82","sq83","sq84","sq86","sq87","sq89","sq91","sq92","sq93","sq95","sq96","sq98","sq99","sq100","sq101","sq102","sq104","sq106","sq108","sq110","sq113","sq114","sq115","sq116","sq118","sq119","sq120","sq123","sq124","sq125","sq127","sq128","sq129","sq133","sq134","sq135","sq136","sq137","sq138","sq139","sq140","sq141","sq146","sq147","sq148","sq149","sq150","sq151","sq152","sq154","sq156","sq157","sq158","sq161","sq163","sq164","sq165","sq166","sq167","sq168","sq169","sq170","sq172","sq173","sq174","sq176","sq177","sq178","sq179","sq180","sq181","sq182","sq183","sq184","sq185","sq186","sq187","sq188","sq190","sq192","sq196","sq197","sq198","sq199","sq201","sq203","sq206","sq207","sq208","sq215","sq216","sq218","sq219","sq220","sq221","sq223","sq225","sq226","sq227","sq229","sq230","sq234","sq235","sq236","sq237","sq238","sq240","sq242","sq244","sq245","sq247","sq248","sq249","sq250","sq253","sq257","sq259","sq261","sq262","sq263","sq264","sq265","sq266","sq268","sq269","sq271","sq272","sq273","sq275","sq279","sq280","sq283","sq284","sq285","sq288","sq289","sq291","sq292","sq293","sq296","sq297","sq300","sq301","sq302","sq307","sq308","sq312","sq313","sq315","sq319","sq323","sq324","sq327","sq332","sq335","sq342","sq355","sq356","sq357","sq358","sq364","sq373","sq383","sq392","sq407","sq410","sq417","sq421","sq445","sq457","sq482","sq516","sq518","sq523","sq525","sq542"
"D4",2691,2176,0,0,97,0,15,34,0,0,0,58,0,0,17,0,67,0,84,29,0,0,0,0,0,29,0,32,12,0,39,0,0,23,0,0,0,0,0,0,0,64,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,23,0,0,0,0,45,0,0,0,0,0,0,12,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,0,0,48,0,0,0,0,0,40,0,0,0,25,0,0,0,8,33,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0
"D5",2595,1554,0,0,236,30,0,96,31,396,27,58,132,0,27,0,70,125,31,0,0,0,55,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,0,16,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D6",1488,28,0,0,92,23,38,18,1637,0,0,20,0,0,0,1313,11,19,12,0,0,0,0,0,0,0,0,0,0,7,51,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,45,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,145,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,12,0,4,0,20,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D7",4026,1,0,0,27,1370,0,73,0,0,0,19,0,0,0,0,0,0,44,0,0,0,0,444,0,0,0,0,0,41,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D8",3812,0,0,0,420,114,0,30,0,52,14,124,191,0,12,0,108,43,0,0,0,0,31,0,0,0,0,0,0,53,0,0,478,0,0,0,93,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,28,0,5,0,0,0,0,0,12,0,8,53,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,43,24,17,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
"D9",3290,321,1,5,889,38,117,0,0,0,0,18,84,0,0,0,34,117,36,0,0,280,0,0,0,0,0,0,0,0,0,0,17,0,144,0,0,0,0,0,0,0,45,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,36,0,0,12,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E1",2659,46,12,4,154,18,0,32,0,0,0,91,0,0,0,0,0,16,27,307,0,0,0,0,0,0,0,0,0,18,5,365,0,0,0,0,0,0,0,516,0,65,0,82,0,0,0,0,0,33,0,0,0,88,186,0,0,0,0,0,8,0,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,8,112,0,0,0,0,0,0,0,0,0,0,30,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E10",1104,1352,2970,4,119,0,10,0,0,0,55,30,0,0,42,0,44,0,9,0,0,0,0,0,0,2,68,0,0,9,6,0,0,0,0,0,0,20,26,0,0,19,0,0,0,0,0,0,0,0,24,0,10,0,0,0,0,6,4,0,0,3,0,0,0,0,7,0,41,0,0,0,8,0,0,12,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,9,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E11",594,3367,3,1252,26,0,67,15,6,0,12,16,0,161,11,0,0,3,18,0,134,0,0,0,0,5,6,0,3,0,28,48,13,3,0,0,0,16,3,0,0,5,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,22,0,6,0,0,0,0,7,0,7,0,0,0,0,0,0,9,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E12",1184,403,1,2783,58,5,33,3,9,1,91,36,0,537,30,0,6,28,17,0,583,0,15,0,0,7,18,0,11,0,12,0,3,0,0,0,0,0,13,0,0,0,1,0,0,26,0,0,0,0,0,0,19,0,0,0,0,0,30,0,9,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E2",3401,276,4,0,125,147,3,53,40,0,0,0,74,0,0,0,50,59,47,33,0,195,0,68,0,0,0,0,157,0,0,9,96,0,35,0,177,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,12,0,0,25,0,0,162,0,0,0,0,0,0,0,0,29,0,26,0,0,0,0,0,0,63,0,0,0,0,31,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,21,12,17,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,13,0
"E3",1600,950,36,0,71,30,202,885,4,23,0,15,721,0,0,0,44,0,3,0,0,0,8,0,0,0,0,13,0,0,0,0,17,345,0,0,0,0,0,0,0,0,59,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,28,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,10,0,24,0,0,0,0,0,0,0,0,83,0,0,0,0,0,15,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,101,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,30,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
"E4",1850,184,1682,0,73,325,0,11,0,0,0,25,32,0,16,0,39,17,24,0,0,0,0,184,0,0,0,537,16,0,0,0,21,267,0,0,0,0,0,0,0,42,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,16,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,0,18,0,0,75,0,0,0,0,0,0,11,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E5",431,5327,0,0,8,22,4,18,22,37,6,15,0,0,0,61,20,39,0,0,0,0,9,0,0,5,1,0,9,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"E6",885,4101,0,1,24,23,306,20,36,19,13,23,7,0,104,129,0,63,11,0,0,0,5,0,0,0,0,0,40,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,23,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,31,0,51,4,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E7",4897,26,5,0,356,37,6,99,0,0,0,130,0,0,0,0,0,46,26,0,0,0,27,0,0,0,0,0,0,0,64,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,35,0,0,0,0,0,0,0,0,46,0,43,0,0
"E8",4287,58,3,51,270,65,36,0,0,0,0,161,0,0,65,0,167,0,24,0,0,0,24,0,0,0,0,0,0,72,0,0,0,0,8,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,17,0,0,0,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E9",2250,2767,11,4,83,2,350,50,23,0,8,106,0,0,0,14,1,24,11,0,0,0,10,0,0,0,0,0,0,0,76,0,12,0,0,206,0,0,0,0,0,0,11,0,0,13,29,20,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,9,0,0,0,0,18,0,0,0,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F1",4146,508,28,52,141,0,34,385,0,0,0,94,36,0,0,0,20,0,22,37,0,0,30,0,0,0,0,0,0,0,0,0,0,0,23,0,0,79,0,0,0,24,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,28,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F10",1056,399,4117,0,55,0,7,9,8,0,0,35,0,0,13,0,25,16,20,0,0,0,6,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,12,0,0,7,0,17,0,3,0,0,7,8,0,0,0,4,0,0,0,0,0,3,0,22,0,0,0,0,0,0,0,8,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F11",311,816,875,2318,11,25,26,16,1,0,32,5,25,913,18,1,1,8,3,0,534,0,0,0,0,4,16,0,0,0,0,0,12,1,0,0,0,8,1,0,0,0,5,0,0,0,0,3,12,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,13,0,0,0,0,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F12",1086,3632,6,23,86,50,192,3,7,8,360,8,0,0,54,0,28,0,25,0,11,0,11,0,0,0,64,0,10,0,11,0,0,0,10,0,0,0,23,0,0,0,0,0,0,15,36,0,17,3,30,0,19,0,0,2,0,0,54,0,0,40,0,0,0,0,19,0,10,0,0,0,0,0,0,24,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F2",3196,6,9,1,325,90,4,72,0,4,0,0,0,0,0,0,24,64,71,40,0,431,23,61,0,0,0,0,113,19,55,126,27,0,28,0,25,0,0,34,0,6,10,26,0,0,0,0,0,0,0,0,0,0,44,78,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,18,0,1,0,0,3,95,0,0,0,0,0,0,14,0,0,13,0,0,0,4,0,0,0,0,0,25,0,7,0,0,0,0,0,5,0,0,65,0,50,0,24,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F3",2814,13,0,0,67,25,0,74,46,1252,0,65,50,0,0,0,100,55,20,0,0,0,51,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,64,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,14,23,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,81,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,24,31,18,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"F4",1035,36,3688,0,69,13,0,0,0,1,0,18,27,0,0,0,30,15,8,0,0,0,18,0,0,0,0,483,13,11,0,0,15,174,0,0,0,0,0,0,0,14,2,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,45,0,0,0,0,0,0,0,0,15,0,0,0,47,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F5",1906,2671,2,0,62,60,29,60,16,254,25,47,35,0,99,10,192,24,38,0,0,0,74,0,0,0,0,0,58,0,0,0,19,0,0,0,0,0,0,0,0,11,7,0,0,28,0,0,0,122,0,0,0,0,0,0,0,82,0,0,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,32,0,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F6",3648,111,5,19,130,77,0,468,0,47,82,90,171,0,702,0,64,40,33,0,0,0,17,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,40,0,0,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
